"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2944636";"2015";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"22.0";"";"";"20.7";"23.3";"1813";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2944864";"2015";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.8";"";"";"13.8";"17.8";"570";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2945083";"2015";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.4";"";"";"17.1";"19.7";"1466";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2944920";"2015";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.6";"";"";"21.4";"25.8";"1071";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2944434";"2015";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"12.8";"";"";"12.1";"13.5";"1855";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2944467";"2015";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.3";"";"";"18.2";"20.4";"2514";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2945558";"2015";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.6";"";"";"16.5";"18.7";"2191";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2945207";"2015";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.9";"";"";"16.0";"19.8";"718";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
"2945520";"2015";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.1";"";"";"15.8";"20.4";"685";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2945656";"2015";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.3";"";"";"15.1";"17.5";"1656";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
"2945302";"2015";"GA";"Georgia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.2";"";"";"16.6";"19.8";"923";"Overall";"Overall";"ADDEPEV2";"13";"13";"";"";"";"";"";""
"2945806";"2015";"HI";"Hawaii";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"11.7";"";"";"10.6";"12.8";"908";"Overall";"Overall";"ADDEPEV2";"14";"14";"";"";"";"";"";""
"2945931";"2015";"ID";"Idaho";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.8";"";"";"18.2";"21.4";"1150";"Overall";"Overall";"ADDEPEV2";"15";"15";"";"";"";"";"";""
"2946056";"2015";"IL";"Illinois";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.4";"";"";"14.0";"16.7";"853";"Overall";"Overall";"ADDEPEV2";"16";"16";"";"";"";"";"";""
"2946369";"2015";"IN";"Indiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.5";"";"";"18.8";"22.2";"1194";"Overall";"Overall";"ADDEPEV2";"17";"17";"";"";"";"";"";""
"2946685";"2015";"IA";"Iowa";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.5";"";"";"18.0";"20.9";"1136";"Overall";"Overall";"ADDEPEV2";"18";"18";"";"";"";"";"";""
"2946323";"2015";"KS";"Kansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.5";"";"";"18.8";"20.2";"4472";"Overall";"Overall";"ADDEPEV2";"19";"19";"";"";"";"";"";""
"2946547";"2015";"KY";"Kentucky";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.6";"";"";"17.1";"20.0";"1666";"Overall";"Overall";"ADDEPEV2";"20";"20";"";"";"";"";"";""
"2946772";"2015";"LA";"Louisiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.9";"";"";"18.4";"21.5";"979";"Overall";"Overall";"ADDEPEV2";"21";"21";"";"";"";"";"";""
"2947085";"2015";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"24.9";"";"";"23.3";"26.5";"2046";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
"2946630";"2015";"MD";"Maryland";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.3";"";"";"14.9";"17.8";"2235";"Overall";"Overall";"ADDEPEV2";"23";"23";"";"";"";"";"";""
"2947146";"2015";"MA";"Massachusetts";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.9";"";"";"19.7";"22.1";"2017";"Overall";"Overall";"ADDEPEV2";"24";"24";"";"";"";"";"";""
"2947803";"2015";"MI";"Michigan";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.7";"";"";"18.6";"20.8";"1733";"Overall";"Overall";"ADDEPEV2";"25";"25";"";"";"";"";"";""
"2947207";"2015";"MN";"Minnesota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.0";"";"";"18.2";"19.8";"3239";"Overall";"Overall";"ADDEPEV2";"26";"26";"";"";"";"";"";""
"2947667";"2015";"MS";"Mississippi";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.1";"";"";"16.6";"19.6";"1103";"Overall";"Overall";"ADDEPEV2";"27";"27";"";"";"";"";"";""
"2947270";"2015";"MO";"Missouri";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.9";"";"";"20.4";"23.4";"1583";"Overall";"Overall";"ADDEPEV2";"28";"28";"";"";"";"";"";""
"2947728";"2015";"MT";"Montana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.1";"";"";"18.5";"21.8";"1177";"Overall";"Overall";"ADDEPEV2";"29";"29";"";"";"";"";"";""
"2947422";"2015";"NE";"Nebraska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.6";"";"";"16.7";"18.6";"2974";"Overall";"Overall";"ADDEPEV2";"30";"30";"";"";"";"";"";""
"2948072";"2015";"NV";"Nevada";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.6";"";"";"14.5";"18.7";"556";"Overall";"Overall";"ADDEPEV2";"31";"31";"";"";"";"";"";""
"2947485";"2015";"NH";"New Hampshire";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.3";"";"";"19.6";"22.9";"1434";"Overall";"Overall";"ADDEPEV2";"32";"32";"";"";"";"";"";""
"2948368";"2015";"NJ";"New Jersey";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"12.5";"";"";"11.6";"13.5";"1711";"Overall";"Overall";"ADDEPEV2";"33";"33";"";"";"";"";"";""
"2948676";"2015";"NM";"New Mexico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.1";"";"";"18.6";"21.7";"1399";"Overall";"Overall";"ADDEPEV2";"34";"34";"";"";"";"";"";""
"2948328";"2015";"NY";"New York";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.7";"";"";"14.8";"16.6";"2086";"Overall";"Overall";"ADDEPEV2";"35";"35";"";"";"";"";"";""
"2948933";"2015";"NC";"North Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.6";"";"";"17.4";"19.8";"1283";"Overall";"Overall";"ADDEPEV2";"36";"36";"";"";"";"";"";""
"2948767";"2015";"ND";"North Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.0";"";"";"17.4";"20.6";"830";"Overall";"Overall";"ADDEPEV2";"37";"37";"";"";"";"";"";""
"2949086";"2015";"OH";"Ohio";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.6";"";"";"18.3";"21.0";"2416";"Overall";"Overall";"ADDEPEV2";"38";"38";"";"";"";"";"";""
"2948637";"2015";"OK";"Oklahoma";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"22.6";"";"";"21.1";"24.1";"1502";"Overall";"Overall";"ADDEPEV2";"39";"39";"";"";"";"";"";""
"2949146";"2015";"OR";"Oregon";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"27.0";"";"";"25.3";"28.7";"1348";"Overall";"Overall";"ADDEPEV2";"40";"40";"";"";"";"";"";""
"2949179";"2015";"PA";"Pennsylvania";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.8";"";"";"17.4";"20.3";"1118";"Overall";"Overall";"ADDEPEV2";"41";"41";"";"";"";"";"";""
"2949821";"2015";"RI";"Rhode Island";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.6";"";"";"19.9";"23.4";"1324";"Overall";"Overall";"ADDEPEV2";"42";"42";"";"";"";"";"";""
"2950140";"2015";"SC";"South Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.2";"";"";"18.0";"20.3";"2238";"Overall";"Overall";"ADDEPEV2";"43";"43";"";"";"";"";"";""
"2949274";"2015";"SD";"South Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.3";"";"";"14.7";"17.9";"1140";"Overall";"Overall";"ADDEPEV2";"44";"44";"";"";"";"";"";""
"2949915";"2015";"TN";"Tennessee";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.1";"";"";"19.5";"22.8";"1340";"Overall";"Overall";"ADDEPEV2";"45";"45";"";"";"";"";"";""
"2949426";"2015";"TX";"Texas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.9";"";"";"14.8";"17.1";"2613";"Overall";"Overall";"ADDEPEV2";"46";"46";"";"";"";"";"";""
"2949551";"2015";"UT";"Utah";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.8";"";"";"19.9";"21.7";"2356";"Overall";"Overall";"ADDEPEV2";"47";"47";"";"";"";"";"";""
"2949580";"2015";"VT";"Vermont";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.1";"";"";"21.6";"24.6";"1460";"Overall";"Overall";"ADDEPEV2";"48";"48";"";"";"";"";"";""
"2950179";"2015";"VA";"Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.7";"";"";"14.6";"16.7";"1516";"Overall";"Overall";"ADDEPEV2";"49";"49";"";"";"";"";"";""
"2950911";"2015";"WA";"Washington";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.7";"";"";"20.7";"22.6";"3512";"Overall";"Overall";"ADDEPEV2";"50";"50";"";"";"";"";"";""
"2950647";"2015";"WV";"West Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.4";"";"";"22.1";"24.8";"1380";"Overall";"Overall";"ADDEPEV2";"51";"51";"";"";"";"";"";""
"2950974";"2015";"WI";"Wisconsin";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.5";"";"";"16.0";"19.0";"1076";"Overall";"Overall";"ADDEPEV2";"52";"52";"";"";"";"";"";""
"2950707";"2015";"WY";"Wyoming";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.0";"";"";"19.1";"22.9";"1062";"Overall";"Overall";"ADDEPEV2";"53";"53";"";"";"";"";"";""
"2950418";"2015";"GU";"Guam";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"9.6";"";"";"7.3";"11.9";"137";"Overall";"Overall";"ADDEPEV2";"56";"56";"";"";"";"";"";""
"2950856";"2015";"PR";"Puerto Rico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.6";"";"";"15.4";"17.8";"1024";"Overall";"Overall";"ADDEPEV2";"60";"60";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Datasource";"";"Behavioral Risk Factor Surveillance System";"http://www.cdc.gov/brfss";"BRFSS";"CDC"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"%";"Percent";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"CI";"95% Confidence Interval";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"n";"“Sample Size”. Translates to the number of adult respondents who answered this question, or were assigned to this category based on question responses for a calculated variable, or the number of states included for a median.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"N/A";"Translates to no data available for a record.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"No Data";"Translates to no data available for record.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SuggestedCitation";"";"Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health. BRFSS Prevalence & Trends Data [online]. 2015.";"https://www.cdc.gov/brfss/brfssprevalence/";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Prevalence Data and Data Analysis Tools";"/brfss/data_tools.htm";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Behavioral Risk Factor Surveillance System (BRFSS)";"/brfss/index.html";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Division of Population Health";"/nccdphp/dph/index.html";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Survey Data & Documentation";"/brfss/data_documentation/index.htm";"";""
